,STreversal,AnnouncementReturn,MomSeason,Mom6m,Price,BookLeverage,AM,MaxRet,BMdec,Mom12mOffSeason,ChTax,IndMom,IdioVol3F,EarningsSurprise,Herf,IntMom,BetaLiquidityPS,zerotrade1M,Leverage,IdioVolAHT,ResidualMomentum,Tax,Mom12m,zerotrade12M,BPEBM,MomSeasonShort,ChInv,EBM,ReturnSkew,Size,ChNWC,cfp,BidAskSpread,CBOperProf,MomOffSeason,CoskewACX,GP,InvestPPEInv,DolVol,zerotrade6M,Accruals,EquityDuration,VolSD,DelLTI,LRreversal,NOA,CF,DelCOL,ReturnSkew3F,ConvDebt,RoE,ChInvIA,PctAcc,RevenueSurprise,TotalAccruals,OPLeverage,hire,ChNNCOA,DelEqu,Investment,ChAssetTurnover,ChEQ,ShareIss1Y,DelFINL,CashProd,grcapx,AssetGrowth,DelCOA,IndIPO,DelNetFin,dNoa,DivOmit,DivInit,RDIPO
200012,2.619165,1.4825295,1.446565,1.3395839,1.027177,1.5333238,1.0140636,0.8887071,1.3173178,1.1415993,0.95050204,1.1486068,0.71259904,1.0932637,0.8982608,0.7053289,0.8939656,0.9396494,0.70696616,0.9353642,0.8906622,0.58267874,0.98378044,0.8808643,0.89765465,0.8550341,0.6560234,0.74504673,0.68242276,0.91104186,0.74954975,0.7892718,0.73378116,0.8402235,0.8024932,0.99294484,0.56442976,0.6057545,0.9106613,0.7884925,0.64363354,0.6230645,0.64431405,0.6262846,0.90750086,1.0535316,0.80603915,0.54573435,0.68726695,0.63186127,0.7530095,0.6531178,0.53413934,0.7847607,0.5086171,0.5999615,0.653593,0.58701503,0.48238653,0.6098854,0.7697096,0.5567521,0.7304467,0.5431718,0.7757051,0.6517971,0.58482647,0.6268894,0.591083,0.48239723,0.5708537,0.14501232,0.24146728,0.14741609
200101,1.7368331,0.89565027,0.9950922,1.1686833,1.0970042,1.3730764,0.9748115,0.93678653,1.1587754,0.7231349,0.56828344,1.1029664,0.7676695,0.86165524,0.8031023,0.736448,0.79784805,0.9139673,0.83970773,0.91675144,0.7637074,0.6583213,0.58865696,0.7299996,0.6814484,0.80710727,0.6242927,0.71768034,0.62909675,1.0060031,0.6093674,0.63550407,0.9305816,0.86475104,0.89912564,0.9155047,0.83548206,0.6296458,0.831395,0.6014277,0.65580124,0.5735734,0.76370317,0.64997554,0.92512584,0.8089003,0.7318727,0.4713551,0.73476183,0.6420236,0.6653915,0.48961222,0.48833644,0.63696843,0.47482002,0.7109762,0.6840213,0.67564416,0.43946496,0.61624444,0.65140086,0.44574,0.668907,0.61009276,0.73748505,0.6040114,0.5153548,0.54684746,1.2517061,0.5705272,0.50927037,0.2953927,0.28566673,0.15755399
200102,1.9994128,1.1153302,1.1881747,1.3544317,1.3035916,1.4573636,0.9446222,0.7549478,1.2352543,0.9917987,0.8097612,1.1391542,0.80737185,0.8689957,0.87689,0.7453393,0.75831187,1.0558324,0.7200883,1.0880387,0.89740795,0.53412443,0.85473937,0.76352566,0.7376381,0.81596386,0.63753784,0.7370341,0.6911464,1.018804,0.6885723,0.7768322,1.1090876,0.9031841,0.7866524,0.8498261,0.74598026,0.68211406,1.0260108,0.6506574,0.5949085,0.50736356,0.639032,0.5820002,0.8659389,0.7917036,0.5861873,0.49387386,0.67732453,0.68457615,0.6393401,0.50120074,0.5159934,0.68558913,0.49689642,0.53758556,0.57188314,0.5115872,0.49926835,0.49412617,0.614223,0.47491294,0.75370204,0.55982935,0.7531683,0.5276779,0.5337094,0.41280755,0.68757516,0.47091377,0.46834138,0.2177578,0.22052224,0.09030881
200103,3.4759176,1.8401628,1.7689075,1.9915899,1.6929365,2.1052039,1.4606313,1.4362643,1.5891578,1.747016,1.4432459,2.0072553,1.2057062,1.6448566,1.4996392,1.5115895,1.3555511,1.5082004,1.177433,1.304218,1.0932949,1.077698,1.6668891,1.3045722,1.3385175,1.591263,1.1344934,1.3373277,1.1442482,1.5180526,1.0031527,1.2494388,1.1754223,1.7167042,1.4415461,1.3711197,1.1326109,1.0672541,1.2554007,1.1685439,1.0533856,1.1008896,1.080686,0.8011381,1.4833174,1.4032205,1.2057438,0.82583576,1.3531424,0.9717518,1.1434212,1.0884403,0.9144668,1.3139852,0.92027164,0.81119186,1.0092534,1.1421462,1.0241781,0.91595036,1.1325098,0.954498,1.0361995,1.0190446,1.0894076,1.2092528,1.0670152,0.9682505,0.62000054,0.96117556,0.88798517,0.33909386,0.37179843,0.11546277
200104,1.937622,0.8737623,0.8913318,1.2731137,1.0723978,1.156323,0.8824214,0.7391665,0.8985129,0.7766237,0.66973853,0.8419767,0.5719869,0.8485422,0.7646625,0.58665234,0.72715306,0.9260098,0.68720305,0.76443434,0.7343149,0.5634901,0.6226316,0.5368358,0.6877261,0.72721785,0.4592738,0.6122678,0.60805595,0.79062617,0.5929846,0.6674253,0.6396845,0.9591281,0.63560915,0.6496157,0.64068526,0.5165244,0.83797,0.5570065,0.47947246,0.45140323,0.59733677,0.5489705,0.7957385,0.67025214,0.5011163,0.43587545,0.5378306,0.4998745,0.49012178,0.4311938,0.50323004,0.4585473,0.3779208,0.46288502,0.4879686,0.48973972,0.32608226,0.4415187,0.5429445,0.3300627,0.59211785,0.45440868,0.67723215,0.499281,0.33962345,0.31230077,0.68730193,0.42620417,0.2873499,0.19415729,0.14826167,0.0795058
200105,1.817191,0.8403505,0.89938587,1.2877735,1.1698545,1.2905577,0.92841554,0.9279628,1.1712952,0.71970725,0.62585,0.8805856,0.7534838,0.831356,0.7462932,0.7468091,0.7530313,1.1023202,0.7547851,0.92512006,0.9556283,0.6534024,0.6661402,0.6800659,0.7764103,0.81514007,0.5826439,0.8220673,0.6292686,0.87427557,0.5536026,0.6650792,0.9215896,0.78119814,0.9051828,0.7323549,0.7016245,0.67362,0.9288876,0.6531732,0.675889,0.5675432,0.86105835,0.6515886,0.82032484,0.7844033,0.6585848,0.4894418,0.7116995,0.6753257,0.70395625,0.65301895,0.5954638,0.6042915,0.5123788,0.6527408,0.75474644,0.69578135,0.45549604,0.6491791,0.6055997,0.4718321,0.69557625,0.594474,0.8879183,0.61661,0.5287013,0.5468798,1.2482789,0.62925464,0.5234556,0.33712804,0.34611815,0.17883535
200106,1.6876172,0.71826714,0.75371516,1.1260542,0.91581035,1.170705,0.9034844,0.7741703,0.9459737,0.7253392,0.50736946,0.82378715,0.6016892,0.7430923,0.67532444,0.73869026,0.6888555,0.9288979,0.6767803,0.75625306,0.66152614,0.5399041,0.5737822,0.5610183,0.56050825,0.6973044,0.53684145,0.79992443,0.4827746,0.8365235,0.490483,0.4553263,0.7115092,0.8517469,0.87648857,0.5552419,0.60010207,0.50228786,0.7855471,0.50078857,0.5273649,0.4553705,0.58632284,0.5533769,0.65471923,0.82506317,0.4479975,0.39255714,0.60094213,0.5144755,0.5961144,0.48679772,0.52545214,0.45296642,0.32624418,0.47067705,0.48069385,0.40563217,0.32756627,0.5420329,0.45434347,0.28780288,0.5392292,0.46420196,0.5570053,0.4594795,0.4299742,0.35722718,0.93607914,0.42447138,0.32275322,0.17564888,0.14786427,0.1561869
200107,1.5595834,0.7103031,0.8295502,1.1436813,0.9686396,1.0882833,0.7446486,0.6469545,1.057593,0.66044736,0.51665413,0.958815,0.6301285,0.67404544,0.6183121,0.6204823,0.6533072,0.83696616,0.7601447,0.79794466,0.86698514,0.6243127,0.563609,0.53581274,0.6165473,0.7304599,0.4933914,0.7851964,0.56877846,0.961152,0.4354246,0.5596838,0.82125854,0.8400699,0.7438002,0.73875463,0.62590027,0.5771847,0.8366851,0.6213056,0.48602262,0.53026927,0.69126695,0.69755745,0.67902225,0.71831596,0.55484056,0.40552336,0.5620989,0.74060875,0.6138661,0.5020247,0.5765028,0.4566621,0.48162588,0.5406958,0.51547694,0.5305718,0.47093186,0.51425385,0.6223232,0.44290388,0.60387105,0.48182827,0.73120743,0.608473,0.47401962,0.41019094,1.4571936,0.57539463,0.40868232,0.32056808,0.28289947,0.17998649
200108,1.8684834,0.95467335,1.0007938,1.233398,0.90498203,1.1536175,0.93925416,0.8322186,0.940593,0.7593239,0.6203479,0.91329694,0.7010606,0.9419409,0.7874104,0.71166146,0.7437986,0.82186586,0.7033548,0.83849126,0.72009987,0.59056705,0.67615527,0.6439306,0.62837535,0.84975135,0.470487,0.6817394,0.57513285,0.8573192,0.6347212,0.56974095,0.67210627,0.7589342,0.7136955,0.5729424,0.7020112,0.47359574,0.93806845,0.66889596,0.5118386,0.4906711,0.6331049,0.5765272,0.742926,0.8185598,0.4564806,0.4072143,0.59518397,0.59235674,0.65145063,0.5589764,0.5281047,0.5434234,0.43949547,0.58553386,0.37309417,0.41333023,0.37082863,0.47224477,0.6149425,0.3964785,0.5972795,0.4787024,0.6093347,0.6193829,0.35666406,0.2996289,1.1801969,0.434367,0.3514014,0.19019064,0.19986302,0.16611475
200109,1.8479675,0.94782287,1.0529965,1.3786801,0.9356535,1.2396393,1.0541904,0.84004676,1.1585805,0.7544153,0.62037534,1.1182463,0.8036548,1.0393481,0.8052176,0.69288176,0.80347794,1.0455157,0.83339214,1.0022224,0.89664626,0.7220535,0.6227744,0.5908921,0.5998542,0.7575945,0.54047644,0.7728406,0.6622934,0.81472373,0.6763795,0.6037906,0.815143,0.96786094,0.8311747,0.72507274,0.69476503,0.63672364,0.93938196,0.5639113,0.70993227,0.5118975,0.6352387,0.64593995,0.799906,0.8083176,0.51878417,0.46982807,0.65764856,0.55229366,0.5458317,0.6140931,0.5975484,0.67938,0.49764332,0.46395165,0.58821887,0.60783064,0.44938353,0.6751089,0.61123425,0.43185833,0.5632413,0.60912824,0.7571195,0.55881184,0.44363678,0.4329056,2.051057,0.55155206,0.38443783,0.25566494,0.19474109,0.25396731
200110,1.7873427,0.9152613,0.83698696,1.3382013,0.78225106,1.1561872,0.9761947,0.7893911,0.93617266,0.7458106,0.5700516,1.132923,0.78861016,0.89407057,0.7567245,0.7583903,0.78933054,0.8776413,0.7446431,0.8681909,0.69120586,0.46521342,0.66618,0.56252986,0.6274612,0.75416327,0.46985498,0.71755505,0.61793524,0.73236096,0.5726051,0.52745414,0.7852822,0.90155476,0.73226285,0.6254449,0.62568855,0.5088463,0.81651586,0.63461804,0.5419964,0.537448,0.5277331,0.57631946,0.7100413,0.8991367,0.492371,0.365968,0.6204285,0.5414551,0.6539788,0.594208,0.5447528,0.5029117,0.42734474,0.49777848,0.44907477,0.46420255,0.35924825,0.56160176,0.46225223,0.39634573,0.53105557,0.43274876,0.78891593,0.49262157,0.42683816,0.42467913,1.7579077,0.4607894,0.38208658,0.2695294,0.19337605,0.13645557
200111,2.1722612,1.0798936,1.1146265,1.6155732,0.8589704,1.0801628,0.9136502,1.0735629,0.99906635,0.99645746,0.69324094,1.4578909,0.86968166,1.043274,0.96281385,0.8704466,0.9671955,0.9043887,0.7330083,1.0869386,0.8723665,0.6191305,0.849245,0.69950867,0.67611915,0.94631505,0.57848006,0.71804297,0.620368,0.76083755,0.59808,0.6071403,1.0289471,1.1014007,0.88935304,0.6494563,0.8296552,0.5282446,0.96497935,0.7184264,0.6267103,0.52613544,0.5794447,0.6022276,0.7657216,1.0568199,0.6552014,0.4972453,0.56185824,0.620749,0.65366495,0.6421069,0.61474276,0.6023098,0.5617363,0.6481889,0.5593689,0.5468251,0.4561451,0.6647239,0.6049485,0.55608284,0.5383972,0.5141623,0.76288706,0.5255064,0.44224513,0.46139726,1.3237252,0.5559762,0.46536916,0.26495722,0.24482058,0.11409576
200112,2.3883216,1.1370867,1.1217657,1.47468,0.81114876,1.0842177,1.0970739,0.9959941,0.8817531,1.1295608,0.77300483,1.5831021,0.8042362,1.147251,0.88698095,0.9930838,0.9125437,0.9896636,0.9082952,1.2193484,0.66035444,0.6500874,0.95926374,0.93680626,0.818542,0.99371415,0.58871,0.68237376,0.79471135,0.78332764,0.7149569,0.6563433,1.0660427,1.0249128,0.86543,0.7158922,0.7667796,0.57671624,0.9636106,0.8097076,0.7227565,0.51410276,0.7498174,0.6589732,0.9130886,1.0716988,0.51152945,0.48654062,0.57915056,0.4939868,0.6223261,0.70557004,0.64345825,0.6643753,0.6051504,0.8190735,0.56364787,0.6811335,0.53437376,0.5377836,0.6536156,0.5060455,0.662168,0.5868685,0.7797365,0.64515036,0.5024131,0.46121475,1.150071,0.6963802,0.46731964,0.24010506,0.23523565,0.15328556
200201,2.3435538,1.1248212,1.2555361,1.3107699,0.85748535,1.3609289,1.1418928,0.8441162,0.9766515,0.9090035,0.78491575,1.2923551,0.82454544,1.0332564,0.86078656,1.0469337,0.9400444,0.87265813,0.82361126,0.9555547,0.7921819,0.69125116,0.98079187,0.6078358,0.8174163,0.88852274,0.52251685,0.82953095,0.63582397,0.82152945,0.6546054,0.70745593,0.82819736,1.0518574,0.945515,0.6419865,0.62517947,0.5259718,0.87814134,0.7082467,0.5224653,0.51895744,0.6560518,0.63752186,0.61702204,0.94599444,0.63659734,0.525823,0.7276059,0.63323677,0.5718011,0.5691178,0.45764863,0.6424099,0.43239984,0.64995664,0.5213949,0.64774805,0.4155582,0.5924684,0.6479684,0.52719724,0.6715137,0.48596495,0.77748114,0.6828953,0.50175565,0.47407916,1.1358913,0.47039378,0.58615613,0.24947572,0.22499353,0.18215697
200202,2.534695,1.2524912,1.4028301,1.6370019,0.98382443,1.5720608,1.2814176,1.1328678,0.9579922,0.9203785,1.0380862,1.5451859,1.042548,1.149604,1.1415654,1.1881179,1.0636722,0.9672994,0.80630654,1.145728,0.9359897,0.60536736,0.9030123,0.670952,0.94811743,1.2135936,0.6359592,0.7581237,0.71330345,0.812014,0.7147526,0.6962707,1.0189633,1.128865,0.9677043,0.7450744,0.93273246,0.6239856,1.018335,0.76788193,0.75031805,0.6636492,0.68026817,0.73280203,0.8051683,1.0277439,0.7119595,0.61784154,0.7668989,0.74290633,0.67403835,0.66435444,0.6765119,0.87393504,0.6007415,0.6838297,0.6051156,0.5694613,0.4396484,0.54269665,0.59732616,0.46938273,0.7501538,0.6609765,0.7445136,0.7641285,0.49628448,0.58779335,0.6869169,0.55552286,0.5280687,0.21348356,0.20281264,0.1455838
200203,2.04829,0.9387819,1.0241749,1.3921882,1.2381747,1.2593193,1.0025713,0.8744911,0.9570846,0.7783383,0.6952929,1.2381301,0.7300689,0.8921748,0.90550447,0.9951079,0.767833,0.75800174,0.81504565,0.9272145,0.63606733,0.6090986,0.66356254,0.72578293,0.67882943,0.915696,0.6607611,0.66528857,0.6217008,0.8855083,0.5783031,0.66741294,1.1287036,0.98966783,0.8576828,0.6139225,0.7643617,0.6174811,0.9881293,0.70881593,0.60156673,0.52306867,0.7369197,0.6125354,0.83913976,0.9277997,0.5711772,0.47635946,0.7395391,0.6546945,0.60878587,0.5575704,0.53373533,0.6110062,0.46179634,0.62402016,0.48466125,0.58457017,0.46923816,0.52817774,0.6407443,0.45392662,0.55935913,0.5535618,0.63082784,0.6691174,0.48279956,0.47598857,0.6948969,0.59198606,0.43959567,0.22135139,0.18431082,0.21864612
200204,4.0822163,1.8687232,2.0754812,2.375053,1.5061225,1.813484,1.577523,1.6152327,1.670884,1.6936303,1.5888548,2.309599,1.7522862,1.8045237,1.4285116,1.8249496,1.4328963,1.5385301,1.3574656,1.6668814,1.3497581,1.4338908,1.8108137,1.5121411,1.6421759,1.700703,1.3576707,1.5635129,1.3329967,1.5264221,1.2711694,1.4450567,1.6043713,1.8423159,1.398071,1.3914368,1.3846037,1.1709993,1.6521326,1.4871758,1.3877354,1.2288519,1.1998563,1.2034246,1.5441846,1.7772313,1.4842134,1.2580129,1.4966092,0.76447105,1.5033718,1.164959,1.2922475,1.3890334,1.3366585,1.0368139,1.3669733,1.3802736,1.3346269,1.2517058,1.3071682,1.3317846,1.4629794,1.3646435,1.27049,1.1892085,1.1911062,1.2221332,0.6246977,1.3060588,1.1646456,0.5948322,0.38448918,0.17128552
200205,2.652506,1.3753468,1.37496,1.5668621,1.0947231,1.4942223,1.1625265,0.9393879,1.0894485,0.8660094,0.85167223,1.5961647,0.8245947,1.0655462,0.93634665,1.2639513,0.78011537,1.030223,0.79545933,0.95341617,0.96530753,0.6530199,0.83047366,0.8155891,0.9481936,0.88633233,0.63321555,0.7454711,0.8097928,0.8937652,0.71292895,0.8048494,0.95201904,1.081407,0.91553193,0.7130852,0.7628787,0.7757995,1.1085571,0.7734927,0.54734,0.68124646,0.74402654,0.6529098,0.997516,1.0845507,0.56867,0.5416736,0.7843811,0.65398955,0.527203,0.6092255,0.5635508,0.6690357,0.577048,0.5976559,0.6682612,0.6173675,0.42221522,0.68980944,0.69743484,0.51321113,0.7505651,0.5513075,0.70039064,0.7450977,0.5280703,0.6187367,0.61580336,0.574522,0.6057953,0.20675088,0.24095713,0.13945332
