,STreversal,Mom6m,Mom12mOffSeason,MomSeason,ResidualMomentum,Price,AnnouncementReturn,BookLeverage,BMdec,AM,MomOffSeason,IdioVolAHT,IdioVol3F,zerotrade1M,CBOperProf,Size,MaxRet,MomSeasonShort,EarningsSurprise,IntMom,IndMom,ChTax,zerotrade12M,BidAskSpread,Mom12m,ReturnSkew3F,LRreversal,Herf,BetaLiquidityPS,zerotrade6M,DolVol,BPEBM,CoskewACX,Tax,Investment,Leverage,CF,NOA,EquityDuration,cfp,RoE,ShareIss1Y,Accruals,DelLTI,RevenueSurprise,OPLeverage,GP,InvestPPEInv,ChNWC,CashProd,ChAssetTurnover,EBM,ChInvIA,IndIPO,grcapx,hire,VolSD,ChNNCOA,ChInv,DelCOL,ReturnSkew,DelFINL,TotalAccruals,PctAcc,ChEQ,DelNetFin,DelCOA,dNoa,ConvDebt,DivInit,DelEqu,AssetGrowth,DivOmit,RDIPO
200011,0.6422349,0.5541523,0.44786268,0.38247386,0.4074679,0.45086095,0.34308535,0.49538937,0.49851328,0.42147902,0.32753095,0.35404393,0.23363373,0.4072672,0.3408368,0.42429882,0.3303736,0.28041968,0.19996476,0.21914013,0.20651527,0.1684167,0.25038818,0.3797989,0.24351534,0.21066096,0.27902558,0.2437793,0.2627829,0.21266885,0.2623081,0.23423544,0.16896491,0.19715215,0.19895178,0.2609542,0.17612778,0.2620024,0.146532,0.25137705,0.20444997,0.22636116,0.12780748,0.14531237,0.18951893,0.16159572,0.15773776,0.17055656,0.16101024,0.2786112,0.1740634,0.2528268,0.16173518,0.36615825,0.20188113,0.17221433,0.24584687,0.09409192,0.2160824,0.17946468,0.15436058,0.12425476,0.18265629,0.1573513,0.1526886,0.15728337,0.15634105,0.12928888,0.20896728,0.11749555,0.107363746,0.08026979,0.1369735,0.06931572
200012,1.133312,0.85556215,0.7361107,0.86809283,0.44261867,0.5383529,0.7456642,0.71290106,0.5742521,0.49412227,0.64148825,0.5070802,0.48426557,0.4253714,0.5845665,0.47927943,0.64614326,0.47500107,0.39313453,0.58532566,0.6008629,0.4440486,0.3742444,0.4424333,0.5030428,0.38414145,0.39559287,0.53161865,0.54369515,0.2952448,0.43761128,0.46308717,0.40585956,0.35585943,0.2750138,0.33160448,0.388628,0.4548641,0.2120511,0.384027,0.32842487,0.3069751,0.23744605,0.28604814,0.30764604,0.31112447,0.28918532,0.37313867,0.31747714,0.40835387,0.3852302,0.35734242,0.2972716,0.23910987,0.3475323,0.3192532,0.3581341,0.29161417,0.2789452,0.2324298,0.23612705,0.23320358,0.33757877,0.31218556,0.2711267,0.25703177,0.29271892,0.20561312,0.36527166,0.16718021,0.2642664,0.27766228,0.14748113,0.045059577
200101,0.9306309,0.6542876,0.600946,0.65037024,0.48832318,0.4781415,0.5823398,0.6039789,0.46195826,0.40178972,0.5291173,0.4708344,0.34222683,0.40887067,0.54453635,0.39429832,0.4462976,0.438909,0.28091344,0.3467401,0.43615404,0.24497625,0.3310725,0.39060318,0.39728323,0.3856015,0.38875374,0.3302047,0.46652308,0.23884103,0.41326043,0.29245862,0.33947393,0.27587122,0.22732264,0.27998394,0.24380375,0.34791747,0.18332106,0.34545153,0.26940686,0.27374965,0.20137924,0.21474676,0.19065094,0.18979646,0.2793863,0.22730859,0.26649466,0.37991568,0.19713263,0.27245975,0.33363032,0.35056406,0.20660898,0.23840553,0.32391003,0.1726642,0.17095771,0.2512289,0.19405814,0.20548564,0.20856184,0.1656557,0.23095103,0.16561213,0.14064033,0.17862348,0.2715306,0.07667204,0.099911764,0.16699648,0.08112777,0.05777033
200102,2.0991106,1.3572028,1.4640173,1.7573642,1.2289356,1.3375133,1.5458167,1.3577187,0.88259774,1.1620809,1.3196164,1.0953119,1.1580986,1.1737024,1.3949373,1.1354886,1.1541481,1.1597664,1.1358851,1.257851,1.1311029,0.98078203,1.4223155,1.2853123,1.3307921,0.98243135,1.1622398,1.1252108,1.0557373,1.2193527,1.4820529,1.3929747,1.2845243,0.942023,1.0529864,1.0340517,0.88924694,1.0514941,0.8602256,0.8914919,1.1202034,1.1013227,0.9751063,0.80186623,1.0557097,0.8047049,0.90880394,1.0723053,0.99339324,1.1727903,1.1212262,1.0921704,1.1365939,0.3029039,0.894706,1.152424,1.1386032,0.91544414,1.2335824,0.8791744,1.0472467,1.1372752,0.9639684,1.0357269,1.0016916,1.0457822,1.0574902,1.0730965,0.7986173,0.2033971,1.0827276,0.95898056,0.22278908,0.08922046
200103,1.5249525,1.0145347,1.1057872,1.5024323,0.68238384,0.8358742,1.2633482,1.1145846,0.6881654,0.7311257,0.93051416,0.8876364,0.64214826,0.59357387,0.9434989,0.66538954,0.6544658,0.77152956,0.6251512,0.72090197,0.7336643,0.71367854,0.5254498,0.9858167,1.0807903,0.8306418,0.8130795,0.86503834,0.7503405,0.44105428,0.8359188,0.67585397,0.86100185,0.70051074,0.5632034,0.6525534,0.6058436,0.75662035,0.40017772,0.6035356,0.6155717,0.61303455,0.56100625,0.49149582,0.6560447,0.5615186,0.6579228,0.51480824,0.6874668,0.7322911,0.53918463,0.6505252,0.5852186,0.3409817,0.6412345,0.5043449,0.60359776,0.6156216,0.6460743,0.6220202,0.73638207,0.55269766,0.560205,0.48278373,0.44676542,0.67380166,0.5247125,0.4563314,0.6427718,0.26796165,0.4810754,0.46394515,0.2313831,0.08458336
200104,0.8892831,0.65569454,0.5850348,0.46713674,0.5255461,0.5851674,0.46774623,0.7227022,0.61254716,0.51660866,0.48728588,0.41088912,0.35868943,0.5036687,0.53884494,0.53750783,0.46656382,0.49425617,0.32209074,0.42658246,0.47671536,0.29775992,0.3564177,0.66101706,0.34606254,0.3604116,0.44284514,0.32338044,0.464279,0.353472,0.5513867,0.29579395,0.2996922,0.26669276,0.1885322,0.3397125,0.29227373,0.41036698,0.2451136,0.34173685,0.36685264,0.28325826,0.22328709,0.27552572,0.21473788,0.28537264,0.31463844,0.29145038,0.22792672,0.36780778,0.2820058,0.34211168,0.32595706,0.71508616,0.22812118,0.18898423,0.41315237,0.22169982,0.293433,0.17782472,0.2842701,0.20008232,0.20030233,0.22348638,0.19822313,0.24327669,0.20526853,0.20836209,0.28917181,0.15774934,0.16593854,0.19494434,0.15048853,0.08751449
200105,1.5244081,0.98463637,0.94514763,1.3737965,0.72101045,0.69087917,1.4144373,0.8534147,0.67459416,0.6324414,0.8741879,0.55661315,0.58331275,0.56663823,1.0581018,0.5477582,0.6894323,0.6921734,0.55296123,0.85925144,0.9334337,0.72608364,0.6017184,0.57785743,0.8563287,0.67063206,0.9173922,0.77929544,0.57285357,0.50340986,0.7155273,0.61743474,0.5230103,0.502716,0.566008,0.4875351,0.4834254,0.916925,0.4799327,0.54118896,0.6063076,0.47863722,0.46123004,0.44065276,0.48424467,0.5499382,0.6316552,0.44227654,0.51853585,0.44616348,0.76706016,0.578773,0.49749744,0.22821656,0.5005365,0.5097865,0.49530306,0.4591308,0.48696524,0.51970446,0.5221459,0.428911,0.37455732,0.5655515,0.542764,0.51851285,0.45934695,0.4498336,0.52137715,0.18120937,0.48148173,0.44666955,0.26432514,0.071343966
200106,1.0112479,0.8318772,0.6060264,0.6427594,0.57337964,0.6040359,0.50065136,0.7397501,0.6255203,0.4538231,0.7146739,0.5825333,0.48153946,0.531354,0.68914384,0.54075503,0.59293646,0.50691855,0.44029623,0.4231732,0.5294241,0.3547524,0.3899649,0.5637599,0.4665475,0.38694853,0.48203155,0.42894775,0.389858,0.3291958,0.5634459,0.30327734,0.3398459,0.39005065,0.3158992,0.31923896,0.26436922,0.47344276,0.22715384,0.39640135,0.38671955,0.30633718,0.26468349,0.2891293,0.30964476,0.2751987,0.3886201,0.24084024,0.33300528,0.38135827,0.19197698,0.4013611,0.39652553,0.42175543,0.23238896,0.27257088,0.45589998,0.236514,0.2641675,0.27853167,0.3470182,0.20274603,0.2407061,0.28903535,0.24897932,0.29580998,0.16683532,0.1835351,0.29667354,0.12974179,0.20406705,0.22859871,0.19029425,0.058021285
200107,0.71426046,0.6361426,0.43823758,0.46393624,0.44656026,0.512209,0.4146036,0.5925747,0.44843298,0.38713476,0.4358551,0.34514907,0.23962405,0.40789077,0.5217592,0.4383866,0.37476712,0.3581735,0.29318613,0.30061895,0.36716273,0.26444098,0.32359916,0.52530026,0.30585825,0.27813303,0.36034027,0.31629756,0.29765287,0.2639374,0.43823168,0.2163696,0.2258342,0.24171275,0.16827917,0.26211175,0.21487437,0.3507493,0.19723651,0.2646684,0.23568343,0.14526318,0.20359483,0.19797432,0.17023857,0.19520931,0.30099452,0.16811503,0.2280331,0.3286726,0.19515441,0.2631085,0.23723634,0.52535826,0.23456837,0.15060318,0.35403422,0.2118787,0.20257036,0.1610953,0.22987288,0.1499787,0.18435842,0.2031065,0.21488205,0.18884298,0.12646627,0.12545893,0.22520459,0.12704577,0.1618372,0.1762602,0.1674081,0.0512451
200108,0.95519215,0.7028912,0.54393524,0.791742,0.28250518,0.49889866,0.7152712,0.64712465,0.43672228,0.40854287,0.6706931,0.4122851,0.28400826,0.5005987,0.68429756,0.29609886,0.47797555,0.46468484,0.36286905,0.34809834,0.551743,0.40731275,0.3294996,0.46707246,0.52379334,0.3755051,0.43628845,0.5202364,0.40114263,0.26399156,0.4274766,0.29269788,0.34193304,0.32445064,0.3104586,0.30000728,0.23196912,0.4941233,0.15025672,0.3836041,0.20805839,0.26186225,0.27749544,0.26517564,0.25508606,0.3364385,0.4485993,0.19238916,0.27365345,0.43912038,0.30104485,0.3049369,0.2954176,0.44900146,0.25720724,0.19638069,0.2928134,0.2364967,0.23521832,0.27003378,0.27121517,0.20842949,0.2853796,0.26224968,0.16400094,0.23698378,0.21148218,0.18736473,0.24452123,0.14231703,0.21956116,0.2014021,0.12633288,0.06341499
200109,0.77535003,0.7214833,0.37484255,0.55599284,0.3684037,0.45830494,0.40645325,0.59069633,0.4149758,0.44529912,0.43832782,0.38949263,0.37402776,0.36822975,0.6065991,0.3233721,0.3202383,0.36841565,0.36089,0.2780293,0.60410565,0.26492235,0.23956753,0.42427278,0.31886807,0.209147,0.33219564,0.37799427,0.36677238,0.27335674,0.47848955,0.23415874,0.28328913,0.24973121,0.26937082,0.26153398,0.1539035,0.37562874,0.19728392,0.28087494,0.30337176,0.13911545,0.27751005,0.12345065,0.22702567,0.2543368,0.37287527,0.19719851,0.24888524,0.3765388,0.16332233,0.31021094,0.36250648,0.6799692,0.18908076,0.14502952,0.3599807,0.20230146,0.16807714,0.19598408,0.18965095,0.17645808,0.1788453,0.21288796,0.18061498,0.21349858,0.20343985,0.13856663,0.26682836,0.06822104,0.14416468,0.18898188,0.081180446,0.077449314
200110,0.9639903,0.89851147,0.5217997,0.60175705,0.4431947,0.44239247,0.54904926,0.5570527,0.4738437,0.4346485,0.5516066,0.4844185,0.40705913,0.6070584,0.7454403,0.33841115,0.45637482,0.49710998,0.37074247,0.4684053,0.68290937,0.3059503,0.37131712,0.49690035,0.35776174,0.30354652,0.43248406,0.4083518,0.34745878,0.32688585,0.5217168,0.32495573,0.29297265,0.2793498,0.32583705,0.25845832,0.20957245,0.4365587,0.22435187,0.26938832,0.36789685,0.29736325,0.2984712,0.30347702,0.2709958,0.27887282,0.39204678,0.22473736,0.2518116,0.41377205,0.25577325,0.35445035,0.31342313,0.88571525,0.13828962,0.23312576,0.45482013,0.22196381,0.19083622,0.17286092,0.227328,0.20063351,0.2368173,0.24958009,0.21912625,0.225076,0.18555456,0.16147181,0.24556665,0.08004027,0.17386843,0.17087854,0.11510018,0.0748713
200111,0.9426199,0.8565097,0.5631032,0.6829818,0.48787305,0.51461875,0.54137766,0.5151738,0.40423673,0.4166131,0.6434283,0.5876707,0.39844942,0.38224602,0.62348914,0.31139964,0.5594443,0.4301358,0.40597576,0.4952829,0.7669077,0.25633988,0.33187625,0.68861884,0.41480416,0.35815218,0.42658556,0.3175403,0.5099788,0.36351854,0.48396903,0.34355238,0.31745133,0.2833447,0.36036906,0.27784112,0.21661642,0.49762326,0.23352276,0.3296895,0.3098508,0.2537905,0.24303515,0.26860493,0.20512831,0.3318583,0.31571776,0.21414609,0.30799258,0.43917692,0.26540956,0.35529774,0.36506584,0.7280519,0.27789742,0.2255326,0.41039267,0.26582384,0.24861443,0.20700845,0.25475672,0.20369205,0.2060439,0.24713239,0.26970768,0.29109326,0.23973234,0.18578985,0.2544351,0.13035424,0.17580238,0.20416507,0.10102643,0.06491913
200112,0.76224095,0.5148868,0.44247058,0.5714275,0.3581461,0.377528,0.47713646,0.41023993,0.33887294,0.3157241,0.4133823,0.5003003,0.34710172,0.35073924,0.5739322,0.21173348,0.50402933,0.24799943,0.21046063,0.47282416,0.74411863,0.3019079,0.2566229,0.490231,0.38760328,0.30376,0.3425002,0.2862481,0.26677808,0.26781943,0.25528288,0.31966949,0.2073144,0.19962977,0.20470701,0.20325348,0.22289848,0.4861409,0.18032356,0.2707469,0.26893318,0.23314191,0.2416519,0.17763458,0.16500252,0.3142366,0.26839826,0.27400774,0.22504582,0.3634136,0.23208785,0.25813743,0.25056493,0.36945775,0.20368968,0.27249795,0.245621,0.19521622,0.22036666,0.21011142,0.19562873,0.15070742,0.16009967,0.20501657,0.2518783,0.24524137,0.17853697,0.2109133,0.1637949,0.07568392,0.12955597,0.18292163,0.04563547,0.055065602
200201,2.0146441,1.6170646,1.0948019,1.5512223,1.1683855,1.0013635,1.3080852,1.237436,1.0329425,1.0811169,1.1418601,1.0668534,0.9475577,0.86068875,1.2340864,0.82408565,0.9749179,0.9465777,0.99547213,1.0686778,1.0923203,0.7924339,0.7014673,1.0463618,0.937071,0.8831489,0.7635278,1.0003264,0.97018385,0.74073136,1.0153173,0.90214765,0.798204,0.641893,0.71319747,0.7475137,0.5938617,0.9631043,0.63147235,0.76059026,0.8035569,0.75471324,0.7377515,0.54352164,0.66231894,0.64328563,0.67390114,0.6356697,0.789366,0.6635166,0.72168857,0.9471095,0.6694901,0.7196879,0.52309465,0.64235735,0.7986772,0.59312004,0.6566972,0.5402947,0.7380189,0.6576392,0.5884814,0.75420594,0.5705727,0.6844699,0.6336171,0.5692684,0.7612075,0.21379389,0.49262828,0.61295265,0.19095044,0.120589934
200202,2.1048472,1.5849932,1.0470593,1.4728888,0.931788,1.1062857,1.3056546,1.1888633,0.9484236,0.967945,1.2509758,1.0726378,1.0782889,1.008877,1.3185236,0.7962669,1.4081444,1.206059,0.950039,1.2677932,1.8783342,0.97004396,0.7585493,1.4510161,0.9518398,0.99680775,0.8656123,0.9110074,1.1468867,0.81928414,1.0433145,0.91729605,0.7637774,0.62572414,0.79144937,0.7690023,0.5385531,1.0352459,0.49993363,0.8844233,0.74037457,0.73421913,0.6597048,0.5697305,0.8504776,0.688145,0.82113874,0.5647138,0.69621605,0.8922448,0.67126834,0.77817994,0.796281,0.4699869,0.7105698,0.6603616,0.89085907,0.725808,0.65658385,0.61006653,0.7363398,0.6364067,0.61840713,0.8187484,0.66934854,0.52919245,0.64285374,0.59192103,0.6305566,0.2647661,0.55512875,0.6975398,0.24194725,0.14200151
200203,3.9193509,3.2199268,2.9965982,3.1632202,2.9947724,2.907741,3.1341133,2.4367077,2.6360786,2.809183,2.7292788,2.6164217,2.833513,2.8754041,2.6780493,2.9794412,2.3800833,2.9169953,3.1150823,2.9454706,3.0991578,3.057276,2.9795065,2.4794104,2.6967604,2.9000192,2.9544506,2.846621,2.6011872,2.9599519,3.0186968,2.7809677,2.8641005,2.5245419,2.7238994,2.505292,2.5241787,2.4280093,2.475661,2.4026828,2.7342896,2.5375202,2.662686,2.0204415,2.553677,2.177741,2.4507124,2.5414937,2.5695174,2.8335183,2.7282119,2.59532,2.5381296,0.3184523,2.163583,3.0140557,2.8456042,2.7097056,2.9099123,2.7276871,2.7935216,2.78855,2.7719588,2.628577,2.5968995,2.5960689,2.8585126,2.6496363,1.6609588,0.2725207,2.816343,2.6415234,0.2895157,0.11541316
200204,1.4683815,1.1730249,0.64273125,0.8762792,0.6769716,0.85961366,0.7651084,0.9161129,0.6920132,0.55371916,0.84626895,0.7730689,0.53482264,0.66148776,0.846985,0.531348,0.83900684,0.63263357,0.57354134,0.7469443,1.0470939,0.43661615,0.548347,1.14932,0.5756795,0.5052112,0.70559746,0.5914124,0.56852096,0.5012049,0.62537956,0.5171691,0.56587636,0.363447,0.57250714,0.4187172,0.4027175,0.66847456,0.4126736,0.44512752,0.43174925,0.5347444,0.46790266,0.50891817,0.38320214,0.43279052,0.57043666,0.35615426,0.45691922,0.4692018,0.42334324,0.44904593,0.47438306,0.53338176,0.4335886,0.4036541,0.5213589,0.40115815,0.46033242,0.34226346,0.47450754,0.3869116,0.4366557,0.45377183,0.296512,0.35953182,0.35798493,0.30585644,0.5197274,0.17112574,0.2107386,0.30246785,0.19628629,0.14500843
200205,1.5707133,1.3686677,0.63515884,1.1091142,0.8257063,0.9828334,0.7683734,0.93142056,0.844812,0.6445379,0.97588646,0.8837428,0.6930255,0.73666346,1.0737057,0.604437,0.8486245,0.81078446,0.67023844,0.797344,1.2328342,0.5525006,0.5950534,1.1772609,0.55720335,0.6805537,0.8015333,0.55184424,0.82004094,0.59453595,0.7430591,0.49386737,0.53402054,0.45034575,0.6119381,0.49414656,0.5323534,0.6912906,0.44839326,0.5893625,0.59239316,0.70474446,0.54576576,0.45713705,0.57815874,0.52465177,0.66959465,0.5246624,0.4282839,0.6012351,0.5664019,0.49854338,0.48678464,0.5208668,0.50782365,0.49443242,0.5523366,0.50589097,0.5367347,0.3896364,0.46967152,0.37129715,0.4318521,0.48441064,0.45207015,0.43472362,0.3774011,0.26505753,0.56199133,0.213187,0.32635924,0.4501879,0.17544585,0.12656821
