feature,beta_Q1,t_Q1,se_Q1,beta_Q2,t_Q2,se_Q2,beta_Q3,t_Q3,se_Q3,beta_Q4,t_Q4,se_Q4,beta_Q5,t_Q5,se_Q5,beta_Q5-Q1,t_Q5-Q1
ChTax,0.007777896869381953,6.742488861070083,0.0011535646598231893,0.0024697154043936574,1.9623030781064354,0.001258579998140175,0.0011525303875811912,1.1593468567908374,0.000994120422917681,0.0006796735310013596,0.6861590752719446,0.0009905480456291937,0.0012085988834705983,1.246937691686822,0.0009692536295343193,-0.006569297985911356,-4.458751935243382
CompEquIss,0.017846184530489348,8.681715347555134,0.0020556058124521475,0.002871475764787881,1.2139361246257934,0.0023654257473168443,0.0009072004357163997,0.4490792647026443,0.0020201343215369744,-0.002677576927323468,-1.2599737068540844,0.0021251053992300127,-0.0007892283462982006,-0.46057993604784875,0.0017135534671145754,-0.01863541287678755,-7.5382797589034585
CompositeDebtIssuance,0.0015061389630765163,1.493868515288489,0.0010082138740206716,-0.0017439952552223542,-1.2474349237474582,0.001398065119087065,-0.0013681628513048665,-1.0406107733032248,0.0013147690629435717,-0.000880650761252968,-0.7324890949450206,0.0012022714977334484,0.0005829489909638866,0.47308996220026206,0.001232215936801298,-0.000923189972112629,-0.5772222493759581
CoskewACX,-0.00032299894257644096,-0.3718151146554619,0.0008687084786097093,-0.0003787488605912837,-0.3177572059753687,0.0011919442060446706,-0.0001981168332574465,-0.16073280995052833,0.0012325848923964218,0.0012590693204743819,1.158753223317597,0.001086572442810189,-0.0005938449166870466,-0.42752061772103156,0.0013890439246009559,-0.0002708459741106057,-0.18115293553996864
DelCOA,0.0002324235245506843,0.10881278004284874,0.0021359947283688518,-0.0019741570863863935,-0.892964155068657,0.002210790965326718,0.0018288304811336113,0.8300019959962656,0.002203404919452555,0.00395054645129481,1.8312903714070328,0.0021572474321805623,0.0028143280824628426,1.092286031576038,0.002576548633879446,0.0025819045579121556,0.8375753816688482
DelCOL,-0.001543629368214226,-0.7886943093037846,0.001957196026400718,0.0019094315881669236,0.8414875266711592,0.0022691145473307784,0.00037639376763203805,0.19647878020296536,0.001915696785389333,-0.003523862471605175,-1.9941920426354702,0.001767062748354032,-0.004478342333676293,-1.983190073623472,0.0022581508415347937,-0.002934712965462068,-0.9643875879978986
DelEqu,-0.005475365397166387,-1.8094338142882886,0.003026010320979899,-0.003151584267065302,-0.868788930343498,0.003627560339447744,0.001018613528111122,0.3247001118875621,0.0031370901666453684,0.004944345903464089,1.4394780507766882,0.00343481854467757,0.005393176024035733,1.833617580076352,0.0029412763504433467,0.010868541421202117,2.674204179729967
DelFINL,0.0033166304597246777,1.6108498908917284,0.002058932044803175,-0.001512696677135078,-0.46811651081855693,0.0032314533714906776,0.0015346751589864773,0.6892592786039011,0.002226557126797003,-0.00232834177152866,-0.948678945527192,0.002454298983345491,-0.0003145889138544849,-0.15226731368497945,0.00206603049755857,-0.003631219373579162,-1.2530340887411837
DelLTI,-0.0005527541977258844,-0.47795193195057023,0.001156505834111892,0.0013366527504423365,1.0989844144729914,0.0012162617893751633,-0.00028944718792513267,-0.2431225004015924,0.0011905405194789485,0.0014996684621430881,1.525487674929552,0.0009830747811268574,-0.00033691865711678076,-0.33239942744546813,0.001013595780552462,0.00021583554060910343,0.1308749503257682
DelNetFin,-0.0037620331548204365,-2.068657590301611,0.0018185866875493545,-0.0002078923764913833,-0.08400789481142897,0.0024746766593548813,-0.0030556704112547047,-1.5048082805393028,0.002030604463553054,0.0011847869091338955,0.6614683216492034,0.0017911468627551657,0.00039154173504940917,0.24063768141989825,0.001627100679906371,0.004153574889869847,1.7451342130478331
DolVol,0.008329580402470602,2.1693903742116505,0.00383959498552562,0.005881139164308482,1.10292574335251,0.005332307455651428,0.004507989043235581,0.7599903891940716,0.005931639540884271,0.008619465464228622,0.9963054450495713,0.008651428642748971,0.012880162193853757,1.2457584416736345,0.010339213255942054,0.004550581791383159,0.4357426630001983
EBM,0.0018547626904138815,0.902659371085383,0.0020547758654337824,-0.0004240409413833861,-0.15498867130839306,0.0027359479748015826,0.0030891463867444152,1.1827426752310248,0.0026118499411894587,0.0004800792248382461,0.1924524459290161,0.0024945342862273514,0.0013639501065036035,0.5903783999282244,0.0023102981184091875,-0.0004908125839102784,-0.15115592453574256
EP,0.0005776537262289073,0.3273666811225498,0.0017645464842302094,0.00045415023911831066,0.23643967832131038,0.0019207869099751604,-0.00370605247430919,-2.135843472838132,0.0017351704473851479,-0.0052041326002893505,-2.707367377940687,0.0019222114599932079,-0.002414591388759037,-1.2354893381577645,0.001954360360858661,-0.002992245114987944,-1.234459234099213
EarnSupBig,0.0020631544490293603,1.2597468481706269,0.0016377532136916415,0.0027041488560864985,1.898880648792178,0.0014240752086270023,0.0006297716251483312,0.35482430352421124,0.0017748830023571346,0.0006567883337257392,0.3132206474179375,0.0020968870958540976,-0.023496333278105817,-0.7697648080566991,0.03052404193096748,-0.025559487727135195,-0.8373324045003289
EarningsStreak,0.009620310507464584,7.100360092608984,0.001354904593849924,0.0027141044429234594,1.6989540888578776,0.0015975148832585682,0.006897317489856223,5.460087732711801,0.0012632246636869713,0.0037676888442224983,2.440039850914713,0.001544109553296878,0.001302214187994448,0.6975768473020075,0.00186676807441499,-0.008318096319470135,-3.688160788601674
EarningsSurprise,0.004814765629869589,3.1028047809685346,0.0015517462327638508,-0.0003722361051660013,-0.2528821503388409,0.0014719746121552512,-0.0031643989960551005,-2.5189895942805127,0.0012562175736017414,-0.0036281443727313404,-3.120220843234145,0.0011627844806557752,-0.0024711302960350656,-2.9599787802423596,0.0008348473011123182,-0.007285895925904656,-3.8158559783963453
EntMult,0.0028280444117466117,1.7435395583897346,0.001622013333817607,-0.0007521948790398203,-0.3385955609999932,0.002221514295161818,0.0012560693878738848,0.6936441051653329,0.0018108268758003723,0.0019315242654877455,0.8369965600579782,0.0023076848312900476,-0.0005986145263633595,-0.25326965923712624,0.002363546143531155,-0.003426658938109973,-1.2191820889952276
EquityDuration,4.8554055109248893e-05,0.027850148745685647,0.001743403798400558,0.002208578740500478,1.0667615161419417,0.002070358470080587,-0.004043362835980476,-1.9772116253542154,0.002044982329727154,-0.003142371096231829,-1.4664320717710142,0.0021428685015302336,-0.002196336851889903,-0.7854268405698431,0.0027963608301142546,-0.0022448909069991514,-0.7654213174997034
ExclExp,0.0025964723750067156,1.6000358466775384,0.0016227588778078127,-0.0020362224469138795,-1.229179429331183,0.0016565705529434558,0.0013147595255154087,0.9783722720510929,0.0013438233718123492,0.001234045083189822,1.2250922070549097,0.001007307920239273,0.0009070345455925372,0.9359122465866823,0.0009691448625664816,-0.001689437829414179,-0.8338002702839502
FEPS,0.008623500938705968,2.4828818410017623,0.003473182169324121,-0.006910139806547314,-2.3351878646659046,0.0029591365693123575,-0.0054059596410060695,-1.7098314343892171,0.0031616915751330635,-0.003493879695274659,-1.1506677644505647,0.003036393130334159,-0.00017729334250229673,-0.06376000219854558,0.0027806357651967107,-0.008800794281208266,-2.2858093561784383
ForecastDispersion,0.0017888597325393916,1.0607289692305235,0.0016864437423982775,0.0002414746868201563,0.19010084853872397,0.0012702451813147344,0.003616171841547198,2.590121107239838,0.0013961400613428346,0.0006863773238748231,0.48494438848343596,0.00141537326789434,-0.0005596109481321664,-0.40254274227661685,0.0013901901322757333,-0.002348470680671559,-0.9588377449878942
GP,0.0030716938448452,1.568975617704326,0.0019577702866661515,0.006924528033465854,3.333494584639858,0.002077257921873589,0.0032935550083235945,1.4555696073799258,0.002262725871455989,0.000122520974242335,0.055786299360912214,0.0021962556334787424,0.000902742381144714,0.4148754455342086,0.0021759359124816613,-0.0021689514637004853,-0.7637188958348174
Herf,0.0001509385364113204,0.059238037062797164,0.002548000303442081,-0.0010627843230888632,-0.38030241941862053,0.0027945768126155304,0.0009095619158126209,0.32482573548426374,0.0028001534867814833,-0.004153893892616361,-1.5315202783418387,0.002712268294033781,0.0007294219539515495,0.27004633681257567,0.002701099235638961,0.0005784834175402315,0.14788519529647812
HerfBE,0.004938117463755798,1.6417108767320172,0.0030079093302869467,0.003949214187222642,1.3077326218462915,0.003019894220920357,-0.0002171709335989014,-0.07709757316483895,0.0028168322903572816,0.006601008870916246,2.188878039542884,0.003015704279391817,0.0024191600237121547,0.877898884652863,0.0027556248971300767,-0.002518957440043644,-0.6054651685594523
IdioVol3F,-0.0017080987170042406,-0.3271399595395755,0.005221308700435921,0.0009776682699090486,0.21120739481816975,0.00462894905147962,0.0012681967771064145,0.2432527593974525,0.00521349389929961,-0.00020835780689328173,-0.04210880434404426,0.00494808176434844,0.00532680992082272,1.0899794933898084,0.004887073521224218,0.007034908637826964,1.133944639443277
IdioVolAHT,-0.002482833445640378,-1.0510592925016302,0.0023622201557544644,0.00204012817310265,0.6639003804273715,0.0030729432204713624,0.0047363691278022695,1.5562745946070748,0.003043401944756477,0.002670741687130562,0.7780677630934238,0.0034325309617150683,-0.00041332751927381623,-0.10217849319444902,0.0040451518353010005,0.002069505926366558,0.49160031683910516
Illiquidity,0.016127468646264922,4.404871834886632,0.0036612798852704857,0.01226002486694371,2.023190464652927,0.0060597482447342825,0.012737120154689294,1.8686086253331782,0.006816365921685837,0.008712671190518499,1.1892653993079898,0.007326094911689377,0.009168109265725288,1.1255180017857755,0.008145679812476506,-0.006959359380539635,-0.8202427191881556
IndMom,0.007547419447011703,5.805331942540352,0.00130008404716803,0.004140876928126008,2.369146167588362,0.001747835141949538,0.002829639938461814,1.9971100496861942,0.0014168673072905698,-0.00010626787058355203,-0.07955442902177544,0.0013357882381943142,-0.001277147367822448,-0.8654398356358035,0.0014757205703203847,-0.00882456681483415,-5.071119730465111
IndRetBig,0.013515946251949634,5.9737606952003794,0.00226255234207976,0.01126432569350452,4.922132295893355,0.0022885052689263553,0.011987155347426542,5.141690427185912,0.0023313646586045453,0.0065121917510060825,2.2333865440844964,0.002915837282289861,0.001518900540579085,0.10681198533785323,0.014220319337522885,-0.011997045711370533,-0.8317196186150778
IntMom,-0.0036913909264696034,-1.709802021096578,0.002158958102121167,0.0006405760361975423,0.29888218642035386,0.0021432392604911667,-0.0018187470153887722,-0.8300849148595592,0.0021910373057393573,-0.002263686606786323,-0.8912859736439734,0.0025397983068569624,0.002638547335211191,0.9841717952471372,0.002680982474760538,0.0063299382616807945,2.1682801628942423
IntanBM,-0.00991397474062436,-3.7268487237379873,0.0026601494923788466,-0.00045260532163853397,-0.14912538666335282,0.003035065536227445,0.002412114040634023,0.8331930587749965,0.002895024166644448,0.0019781337999994863,0.7516646412227468,0.002631670683327101,-0.00010187047246925632,-0.04536747616029871,0.0022454516118400178,0.009812104268155104,2.734223756180316
IntanCFP,0.008413212422150342,1.804132568256552,0.0046633005634838486,-0.00556955551555158,-0.8001357521657768,0.006960763221086072,-0.005247202556771921,-0.8030664995081076,0.006533957723284343,-0.014548215248002202,-2.0019709645526302,0.007266946177340396,0.005598418871393859,0.6892165485525392,0.00812287354845353,-0.0028147935507564863,-0.3077178353637812
IntanEP,0.008272248524568395,1.8160584314259056,0.004555056369014137,0.0021074192731699755,0.36464398735548714,0.0057793885166012,0.004249196400943619,0.6753791497587354,0.006291571782252313,0.005597057717245722,0.6221830019133345,0.00899583836272234,-0.008563680971194516,-1.0078682450736653,0.008496825862956517,-0.016835929495762916,-1.7860679933472103
IntanSP,-0.0025847233869573942,-0.6577218577469799,0.003929812209390973,0.008735461172160537,1.451705586406931,0.0060173779407857704,0.005011886351983465,0.9579939730724754,0.005231647059228732,0.005152870544272667,0.8073104354214221,0.006382762216597423,0.004581636816603848,0.8479375472185422,0.005403271540024168,0.007166360203561244,1.0747209360747023
InvGrowth,-0.0020528101193384874,-0.8064912163978295,0.002545359549614572,-0.00048676849971580904,-0.18548811638555487,0.0026242570640159714,-0.003364850739270835,-1.3932673829448579,0.0024150789578944788,0.0033761909852520664,1.4820757072104596,0.0022780151977571253,0.00011887708544097806,0.0668189790155613,0.0017790916172677987,0.0021716872047794662,0.6565969358901611
InvestPPEInv,0.0027981606871063823,1.6780635873272463,0.0016674938352980906,-0.0013900818436364585,-0.5710554011236695,0.002434232897370702,-0.0006506890201998085,-0.3984279923007776,0.0016331408253780432,-0.0016520034803321057,-0.9803214715918669,0.0016851650486136422,-0.0020461071405025507,-1.1178363697696738,0.001830417399036805,-0.004844267827608933,-1.8133075747719494
Investment,0.0031394883236199817,1.8903456177781086,0.0016608012281426618,0.0006399922770787742,0.36283300826942255,0.0017638755639441336,0.0002156221910690942,0.1283039352621112,0.0016805578926990911,-0.0018302723418624186,-1.0697008908498495,0.0017110131977251274,0.0013866972719394396,0.8396057375561469,0.0016516052831841291,-0.0017527910516805436,-0.7361196956227531
LRreversal,0.0018185327539173256,0.918775054509346,0.0019793014024400975,-0.002408440551527645,-1.1167408843319229,0.0021566690942531994,-0.0022395571413983077,-1.1928269463205918,0.00187752058109223,-0.0023770619903055274,-1.2594680482578093,0.0018873539456548008,-0.00284267353757125,-1.754515739989459,0.0016202040670141428,-0.004661206291488577,-1.796668322421482
Leverage,-0.00523866642047761,-1.1936930854094445,0.004388620898043246,-0.003105441934616351,-0.571342614475785,0.005435340994939854,0.013066140591268979,2.3362556027483663,0.005592770147195366,-0.0012715156366748092,-0.21283457232313288,0.005974196874107228,0.020536505095525813,3.1391169659443685,0.0065421280310106675,0.025775171516003417,3.4249851817996206
MaxRet,-0.006901956927605791,-1.816380322255656,0.003799841279404886,0.009590279374069454,2.3215967405349427,0.00413089801799931,0.0017078775771873986,0.42958325642745326,0.003975661415183252,0.002235593491329001,0.588652893580788,0.0037978127954656584,-0.0021413114628957113,-0.5688908041768076,0.0037640113835100864,0.004760645464710076,0.8952934871127995
MeanRankRevGrowth,-0.004437428107122951,-3.07585689417983,0.0014426640314507157,0.0007615510767284707,0.4120516193954545,0.0018481933837459193,-0.0021731584973482014,-1.5406405238019618,0.0014105551968640448,-0.0006011285101339813,-0.44040597812131327,0.0013649417582801198,-0.002497617266253199,-2.092657616839358,0.00119351452724764,0.0019398108408697533,1.108965701380956
Mom12m,0.012140235519828662,4.108780170801379,0.0029547055367191437,0.0070592240237902695,1.6396245495822552,0.004305390539309029,0.004000715611906323,0.9763899231345755,0.004097456883887673,0.0113909282240615,2.7360783925980203,0.004163231673068161,0.004275760512249183,0.7271463486747523,0.005880192508759612,-0.007864475007579481,-1.122466059594497
Mom12mOffSeason,0.001318525031698831,0.467088306350033,0.002822860289528928,0.004903116681043524,1.2549413273782544,0.0039070485400993305,0.00734904680064178,1.86495271158597,0.003940607584839025,0.0025004230985268506,0.6961851117013542,0.003591606681183192,0.0054240276829912466,0.9844223730377502,0.00550985819862431,0.004105502651292417,0.6683384725667814
Mom6m,-0.007521439897816223,-3.7074474558882278,0.002028738097385723,0.0035823054015182514,1.4012554288427606,0.00255649707239795,0.002113832352543453,1.0063298803257958,0.0021005362097159504,0.0002694543415423245,0.11865046575487546,0.0022709926996746944,-0.0011152418759081638,-0.477257554948021,0.002336771548916867,0.006406198021908058,2.1488981094261037
MomOffSeason,-0.0014536062845765534,-0.9570309812970619,0.0015188706666595935,-0.0027086577834422604,-1.5104688159214141,0.0017932563419324407,-0.0004968486600493685,-0.22639165845668413,0.002194642079290352,0.0025733428505646636,1.305484908521721,0.0019711777851791593,0.0007218400268071328,0.3409249762569664,0.002117298752154369,0.002175446311383686,0.9033059138215755
MomOffSeason06YrPlus,0.0023501511973708557,1.6344968930158317,0.0014378437838658482,0.0008608770809313872,0.5568907316428865,0.0015458635456038366,-0.00018543391801204508,-0.13593533044066106,0.0013641333523148444,0.0029415543747422397,2.2051044388548604,0.0013339750820463756,0.002298312812889793,1.6076885464080295,0.001429575907612695,-5.183838448106332e-05,-0.0271884258033093
MomSeason,0.005003394278385015,4.094488780867033,0.0012219826567275427,0.004518456167180321,2.7517774370570858,0.001642013669540305,0.0030369104907230406,2.4851477187759263,0.0012220241347338854,0.003896215678269718,2.5949391873508922,0.0015014670468047715,0.005784865824885476,3.373824177867458,0.00171463168200484,0.0007814715465004609,0.3723150789900702
MomSeason06YrPlus,0.002355165575227064,2.2644427782849506,0.0010400640713080086,0.002822139791242605,1.9494873383548021,0.001447631762319752,0.0017816668696628568,1.3082739121221627,0.0013618454462435922,0.002689272268848112,2.466251916027798,0.0010904288614520434,0.004033747333451422,3.3942818323832418,0.0011883949337875663,0.0016785817582243576,1.0618852265961811
MomSeason11YrPlus,0.0019089516238089944,1.7094184924201254,0.0011167257358415364,-0.0006521101340687134,-0.41497156593892803,0.001571457390323185,0.0017583424380178255,1.3148490107146509,0.0013372960877554494,0.0004218077811122461,0.3423935437733632,0.001231938477763613,0.0024609694217749443,2.0494879141641613,0.0012007728392868307,0.0005520177979659508,0.34540788271619693
MomSeasonShort,0.0034970098509972806,2.171461397723115,0.0016104407173270815,0.0027230574475720507,1.3553083768913647,0.002009179234778919,0.001549984057695206,0.9586535093284116,0.0016168344898471745,0.0012747279956545948,0.7643667592333048,0.001667691563318643,0.002265822287349115,1.037473976201866,0.0021839798773981424,-0.0012311875636481662,-0.4715776345051628
NOA,0.0010233943126305971,0.602289710170682,0.0016991728321916358,0.001673048043169258,0.7926634047060517,0.0021106664357611977,0.0014732034028120933,0.768722088059439,0.0019164317322155346,-0.0005909841181127346,-0.32450675078785635,0.0018211766524977029,0.00013221649234371928,0.08270457762157446,0.0015986599066945607,-0.0008911778202868776,-0.42246490380737395
NetDebtFinance,-0.0033875060586230463,-1.7896823781756461,0.0018927973476925992,-3.5832505088002637e-06,-0.0015264840064732063,0.0023473881767546436,-0.0015121701486106652,-0.7930521135279885,0.0019067727363887763,0.001762021954506618,0.918754513379062,0.001917837603895001,-0.002627382935393133,-1.285259309867486,0.0020442434575043255,0.0007601231232299123,0.2959312517601088
NetDebtPrice,0.002256839297417842,0.8032542679238537,0.002809620051258519,0.0038677196862911094,1.0749283530127616,0.0035981185866489017,0.003946419302827215,1.2515305093559759,0.0031532745493020385,0.0036023590019129926,1.1077284444125755,0.003252023562348181,0.004996767091799687,1.4173217916453178,0.003525499375832725,0.0027399277943818442,0.6256003673859908
NetEquityFinance,-0.002632963860375923,-1.3813806159960398,0.001906037937616081,-0.0034084406641359667,-1.7143187044943569,0.001988218792223524,-0.00559853838478312,-2.958221290883755,0.0018925353563088523,-0.002298393295098721,-1.22387129579485,0.0018779697693669798,-0.0003507873448526759,-0.20380319638213643,0.0017212062964652441,0.002282176515523248,0.88269855210699
NetPayoutYield,-0.006078888131362586,-2.59552461060599,0.00234206530214457,-0.000859390803894557,-0.36354995769347936,0.0023638864087535856,-0.0022257451926002095,-1.1374169837942985,0.00195684188324265,-0.0028444224451164906,-1.3324589352505907,0.0021347167780307996,0.0022490060374389617,0.7349927357757308,0.003059902401709183,0.008327894168801546,2.10016530941139
OPLeverage,0.007091234089933432,3.648320436221265,0.0019436982616795999,0.003985276308199169,1.7560868661710112,0.002269407274190658,0.0025463861564328913,1.4449668553430672,0.001762245374014702,0.001642642105296839,0.9033840251931157,0.0018183209570765797,0.001040616390390883,0.6377187032372877,0.0016317796312203842,-0.00605061769954255,-2.7390488565766584
PctAcc,0.004175611053690883,2.9833166281621475,0.0013996540006091277,-0.00030144818049115306,-0.17548454627296392,0.0017178047121155292,-2.9529152851082846e-05,-0.017388003306955058,0.0016982486332557476,0.00013799810276182213,0.06640218996369934,0.002078216137709656,0.00047739092316789094,0.27795364811010287,0.0017175199045374179,-0.003698220130522992,-1.6078721414799353
