feature,beta_bar,beta_t,gamma_bar,gamma_t
NetDebtPrice,-0.004914359938795229,-1.494498991787647,0.020967030552771094,4.1918447939491825
NetEquityFinance,-0.003878629604407458,-1.6813735718920477,0.0010380471971305695,0.3098863418566646
NetPayoutYield,-0.008964850061905606,-3.0896219116548136,0.011809793182598132,2.731377505039725
OPLeverage,0.0068239797485661205,2.8426767198864082,-0.005347476045752048,-1.8909192830295933
PctAcc,0.004192231276747914,2.2585505410834,-0.005507962216011392,-1.8764138538606188
PctTotAcc,-0.0017180607319759757,-0.9293465190329977,0.003962140145308855,1.4940031828102314
Price,-0.002296963619764998,-0.7796336771393978,0.019461245522114663,4.088268778698433
PriceDelayRsq,0.0015274132075703533,0.8135478904658608,-0.003015680819381428,-0.7308779586611724
RD,0.015436593964328867,6.362760857845319,-0.005825226699757043,-1.7583241105775886
RDS,-0.0028354346283487055,-1.564679110351116,0.0035831769225837112,1.6007605048433122
REV6,0.009859490143561453,5.415277215949083,-0.010347404054814545,-3.6842352849137727
RealizedVol,0.018547546072076027,2.456527993864559,-0.00891808476208441,-0.9888913241968601
ResidualMomentum,-0.001766617894140702,-1.1506316217520318,-0.001563927682683587,-0.6666988307731632
ReturnSkew,0.004726922528839564,2.4178047360853547,-0.00911142561372879,-2.997987832132304
ReturnSkew3F,-0.003600068176052693,-2.572714164732742,0.003849041404891358,1.9675510240074725
RevenueSurprise,0.007121445977729848,3.974121392621083,-0.006095752060894445,-2.3590451486649937
RoE,-0.005668326601447194,-2.50864841095672,0.009535706227553743,2.8978248295255944
STreversal,0.03480447295180741,8.478481666887367,-0.03927744998912751,-7.963922301566051
ShareIss1Y,0.004789697572833195,2.8257413450132707,-0.006767073147949951,-2.6869888206921555
ShareIss5Y,-0.007260543274906411,-2.777587238908805,0.012482406726785786,3.6576029329285533
Size,0.012511706295185129,2.580798811409635,-0.018621947708038093,-2.3439365612685217
Tax,-0.005566542999529062,-3.959321787967162,0.010528249660750631,5.202700995707037
TotalAccruals,0.001513663732583072,0.5542932464428688,-0.004362212579151847,-1.0091226499737214
TrendFactor,-0.001298917748951088,-0.3880728484013974,0.01437857818754219,3.5761126465855866
VolSD,-0.005314684909262904,-1.6500273403446597,0.022190110071112535,4.875569685095292
XFIN,0.008894923671447088,3.1969878792206314,-0.009519472692840213,-2.346989556300273
betaVIX,0.002244123771825599,1.7290475047015892,9.245981494715e-05,0.04838547991197054
cfp,0.000274138337101912,0.09419387798650916,0.0071330315481106,1.533757743999055
dNoa,0.00145999730482907,0.5240193304140349,-0.0062908644676011255,-1.4141224219641237
grcapx,0.002843747164144619,1.5403120977776865,-0.0031465124930328938,-0.9948495253804099
grcapx3y,-0.008892913781237882,-2.9561562979157774,0.013198844875278582,2.7239580100011622
hire,0.00013072270580117299,0.09293912149563345,-0.002456411926205438,-1.1262457569239364
roaq,0.017011282631879596,6.635914088623884,-0.018518675302931397,-5.03061386286064
std_turn,-0.004187026032004713,-1.7149098066356272,0.031813660077040055,5.403417033448637
zerotrade12M,0.009558649952609462,2.577754571495609,-0.03088430209190721,-4.805000610882663
zerotrade1M,-0.001616098798609873,-0.5202503075996068,0.005716723628214522,1.115299279466488
zerotrade6M,0.003657393700738502,0.7671517401967908,0.005878257759874414,0.778449225082863
